pickup_community_area,fare,trip_start_month,trip_start_hour,trip_start_day,trip_start_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_miles,pickup_census_tract,dropoff_census_tract,payment_type,company,trip_seconds,dropoff_community_area,tips
8.0,9.25,1,19,3,1420571700,41.892507781,-87.626214906,41.921778356,-87.641459759,0.1,,17031071300.0,Credit Card,Taxi Affiliation Services,780.0,7.0,2.0
8.0,9.44,10,15,7,1413042300,41.892042136,-87.63186395,41.922082541,-87.634156093,2.4,,17031071400.0,Cash,,780.0,7.0,0.0
6.0,15.25,6,14,1,1403447400,41.943237122,-87.643470956,41.950545696,-87.676182496,0.25,,17031050600.0,Cash,,1080.0,5.0,0.0
32.0,5.45,5,10,3,1432637100,41.880994471,-87.632746489,41.89321636,-87.63784421,0.8,,17031081800.0,Cash,,300.0,8.0,0.0
3.0,5.65,8,10,4,1438771500,41.96581197,-87.655878786,41.96581197,-87.655878786,1.1,,,Cash,,300.0,3.0,0.0
8.0,7.45,3,11,4,1425469500,41.89503345,-87.619710672,41.885300022,-87.642808466,1.6,,17031280100.0,Cash,Taxi Affiliation Services,600.0,28.0,0.0
24.0,4.05,7,18,2,1438020900,41.89830587,-87.653613982,41.892658108,-87.652534484,0.5,,17031243500.0,Cash,,60.0,24.0,0.0
32.0,4.25,2,13,2,1456147800,41.880994471,-87.632746489,41.880994471,-87.632746489,0.3,,17031839100.0,Cash,Dispatch Taxi Affiliation,180.0,32.0,0.0
32.0,9.05,2,17,7,1361640600,41.880994471,-87.632746489,,,1.92,,,Cash,,840.0,,0.0
6.0,6.85,2,10,1,1361095200,41.934762456,-87.639853859,41.914616286,-87.631717366,1.5,,17031071500.0,Credit Card,,360.0,7.0,2.0
8.0,9.85,7,15,6,1405695600,41.898331794,-87.620762865,41.877406123,-87.621971652,1.6,,17031320400.0,Credit Card,,1020.0,32.0,2.0
8.0,9.85,1,15,7,1421506800,41.891971508,-87.612945414,41.859349715,-87.617358006,0.1,,17031330100.0,Cash,Taxi Affiliation Services,720.0,33.0,0.0
32.0,7.5,8,13,3,1470747600,41.880994471,-87.632746489,41.880994471,-87.632746489,0.5,,17031839100.0,Cash,Dispatch Taxi Affiliation,780.0,32.0,0.0
8.0,6.25,1,21,2,1422307800,41.89321636,-87.63784421,41.890922026,-87.618868355,1.1,,17031081403.0,Credit Card,Dispatch Taxi Affiliation,480.0,8.0,2.0
76.0,31.25,7,1,2,1375060500,41.980264315,-87.913624596,41.9867118,-87.663416405,0.0,,,Cash,Taxi Affiliation Services,1680.0,77.0,0.0
7.0,10.45,9,19,2,1443467700,41.921854911,-87.646210977,41.890922026,-87.618868355,3.1,,17031081403.0,Cash,,840.0,8.0,0.0
32.0,39.65,5,12,6,1400243400,41.884987192,-87.620992913,41.97907082,-87.903039661,18.2,,17031980000.0,Cash,,3660.0,76.0,0.0
32.0,5.65,8,10,3,1439892000,41.880994471,-87.632746489,41.880994471,-87.632746489,0.0,,17031839100.0,Credit Card,Taxi Affiliation Services,360.0,32.0,2.0
32.0,8.05,6,20,3,1433882700,41.880994471,-87.632746489,41.900265687,-87.63210922,1.8,,17031081000.0,Credit Card,,600.0,8.0,3.0
28.0,8.65,4,10,5,1427969700,41.879255084,-87.642648998,41.892042136,-87.63186395,1.7,,17031081700.0,Cash,Taxi Affiliation Services,840.0,8.0,0.0
7.0,8.65,2,13,7,1361022300,41.922082541,-87.634156093,41.890922026,-87.618868355,0.0,,17031081403.0,Cash,Taxi Affiliation Services,540.0,8.0,0.0
32.0,5.25,7,23,6,1435964400,41.880994471,-87.632746489,41.880994471,-87.632746489,0.8,,17031839100.0,Credit Card,,300.0,32.0,3.0
8.0,7.65,9,8,2,1411977600,41.905857769,-87.630865027,41.885300022,-87.642808466,0.1,,17031280100.0,Cash,Taxi Affiliation Services,480.0,28.0,0.0
32.0,12.05,9,16,5,1379002500,41.884987192,-87.620992913,41.849246754,-87.624135298,0.0,,17031841000.0,Credit Card,Blue Ribbon Taxi Association Inc.,840.0,33.0,2.6
22.0,28.05,7,7,7,1374304500,41.92276062,-87.699155343,,,0.8,,,Cash,Taxi Affiliation Services,1440.0,,0.0
32.0,8.25,9,15,7,1442677500,41.880994471,-87.632746489,41.89503345,-87.619710672,1.7,,17031081401.0,Cash,,720.0,8.0,0.0
6.0,13.65,10,11,5,1382614200,41.943155086,-87.640698076,41.884987192,-87.620992913,0.0,,17031320100.0,Cash,Blue Ribbon Taxi Association Inc.,720.0,32.0,0.0
7.0,10.05,3,20,4,1364414400,41.922686284,-87.649488729,41.944226601,-87.655998182,2.9,,,Cash,,840.0,6.0,0.0
28.0,8.25,8,13,1,1438522200,41.879255084,-87.642648998,41.892042136,-87.63186395,1.5,,17031081700.0,Cash,,720.0,8.0,0.0
32.0,11.45,8,17,7,1376154900,41.870607372,-87.622172937,41.902788048,-87.62614559,2.3,,17031081202.0,Cash,,1140.0,8.0,0.0
32.0,4.45,11,10,6,1415961900,41.884987192,-87.620992913,41.884987192,-87.620992913,0.5,,17031320100.0,Cash,Dispatch Taxi Affiliation,180.0,32.0,0.0
8.0,20.25,2,15,7,1361633400,41.899602111,-87.633308037,41.9867118,-87.663416405,8.7,,,Credit Card,,1020.0,77.0,0.0
28.0,34.85,9,13,6,1442581200,41.885300022,-87.642808466,41.97907082,-87.903039661,17.0,,17031980000.0,Credit Card,,2340.0,76.0,6.97
8.0,16.45,3,14,7,1364048100,41.899602111,-87.633308037,41.96581197,-87.655878786,0.8,,,Credit Card,Northwest Management LLC,720.0,3.0,3.25
28.0,8.85,6,1,6,1434072600,41.879255084,-87.642648998,41.851017824,-87.635091856,2.3,,17031841100.0,Cash,Dispatch Taxi Affiliation,720.0,34.0,0.0
32.0,4.85,6,14,7,1435414500,41.880994471,-87.632746489,41.879255084,-87.642648998,0.6,,17031281900.0,Cash,Taxi Affiliation Services,240.0,28.0,0.0
8.0,3.85,11,22,7,1385246700,41.89321636,-87.63784421,41.892042136,-87.63186395,0.3,,17031081700.0,Cash,,60.0,8.0,0.0
8.0,7.45,1,0,7,1420849800,41.90749193,-87.63576009,41.892072635,-87.628874157,0.0,,17031081600.0,Cash,Taxi Affiliation Services,600.0,8.0,0.0
32.0,6.65,3,21,5,1427406300,41.877406123,-87.621971652,41.899155613,-87.626210532,0.0,,17031081201.0,Cash,Blue Ribbon Taxi Association Inc.,480.0,8.0,0.0
8.0,8.5,11,20,6,1478896200,41.898331794,-87.620762865,41.880994471,-87.632746489,1.8,,17031839100.0,Cash,,600.0,32.0,0.0
6.0,12.45,3,22,4,1362607200,41.944226601,-87.655998182,41.9867118,-87.663416405,0.0,,,Cash,Choice Taxi Association,660.0,77.0,0.0
8.0,7.25,4,15,7,1429975800,41.891971508,-87.612945414,41.877406123,-87.621971652,2.0,,17031320400.0,Cash,Dispatch Taxi Affiliation,480.0,32.0,0.0
32.0,22.25,4,19,5,1430421300,41.878865584,-87.625192142,41.975170943,-87.687515515,8.6,,,Cash,,1680.0,4.0,0.0
32.0,4.5,8,19,4,1470855600,41.880994471,-87.632746489,41.880994471,-87.632746489,0.4,,17031839100.0,Cash,Dispatch Taxi Affiliation,120.0,32.0,0.0
8.0,8.05,6,23,7,1402183800,41.892072635,-87.628874157,41.870607372,-87.622172937,1.8,,17031320600.0,Cash,Choice Taxi Association,660.0,32.0,0.0
28.0,7.65,6,10,5,1434018600,41.879255084,-87.642648998,41.892507781,-87.626214906,0.0,,17031081500.0,Credit Card,Taxi Affiliation Services,660.0,8.0,2.0
28.0,7.05,8,10,6,1409306400,41.879255084,-87.642648998,41.884987192,-87.620992913,1.3,,17031320100.0,Cash,Choice Taxi Association,540.0,32.0,0.0
41.0,6.05,4,11,1,1397994300,41.794090253,-87.592310855,41.794090253,-87.592310855,0.0,,,Cash,Taxi Affiliation Services,360.0,41.0,0.0
32.0,5.05,6,9,2,1370252700,41.877406123,-87.621971652,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Taxi Affiliation Services,300.0,32.0,0.0
28.0,6.65,10,14,3,1414504800,41.874005383,-87.66351755,41.901206994,-87.676355989,1.4,,,No Charge,Dispatch Taxi Affiliation,480.0,24.0,0.0
32.0,6.05,1,8,6,1422604800,41.880994471,-87.632746489,41.900265687,-87.63210922,0.0,,17031081000.0,Cash,Taxi Affiliation Services,360.0,8.0,0.0
6.0,13.25,3,12,6,1396009800,41.938391258,-87.63857492,41.884987192,-87.620992913,4.6,,17031320100.0,Cash,,840.0,32.0,0.0
7.0,34.85,3,7,2,1427698800,41.914616286,-87.631717366,41.97907082,-87.903039661,16.6,,17031980000.0,No Charge,Dispatch Taxi Affiliation,2580.0,76.0,0.0
8.0,10.0,2,20,2,1456172100,41.892072635,-87.628874157,41.859349715,-87.617358006,2.5,,17031330100.0,Credit Card,,600.0,33.0,0.08
8.0,37.45,12,10,1,1450001700,41.898331794,-87.620762865,41.97907082,-87.903039661,18.2,,17031980000.0,Cash,,1500.0,76.0,0.0
21.0,10.25,6,22,7,1370125800,41.938666196,-87.711210593,41.922686284,-87.649488729,2.8,,,Cash,,780.0,7.0,0.0
32.0,13.65,3,20,1,1395604800,41.884987192,-87.620992913,41.943155086,-87.640698076,0.3,,17031061902.0,Cash,Taxi Affiliation Services,660.0,6.0,0.0
28.0,8.25,8,18,2,1470681900,41.879255084,-87.642648998,41.890922026,-87.618868355,1.5,,17031081403.0,Cash,Taxi Affiliation Services,600.0,8.0,0.0
8.0,4.45,8,1,7,1407547800,41.892042136,-87.63186395,41.892042136,-87.63186395,0.3,,17031081700.0,Cash,Taxi Affiliation Services,240.0,8.0,0.0
32.0,5.85,9,21,1,1411334100,41.880994471,-87.632746489,41.89503345,-87.619710672,1.1,,17031081401.0,Cash,Dispatch Taxi Affiliation,360.0,8.0,0.0
8.0,6.25,1,13,6,1389358800,41.892042136,-87.63186395,41.898331794,-87.620762865,0.12,,17031081300.0,Cash,,420.0,8.0,0.0
8.0,7.05,6,17,1,1434907800,41.900265687,-87.63210922,41.884987192,-87.620992913,1.3,,17031320100.0,Cash,2733 - 74600 Benny Jona,480.0,32.0,0.0
7.0,8.05,12,11,1,1449399600,41.914616286,-87.631717366,41.89321636,-87.63784421,2.2,,17031081800.0,Prcard,,540.0,8.0,0.0
8.0,6.75,9,9,5,1474534800,41.892042136,-87.63186395,41.898331794,-87.620762865,1.2,,17031081300.0,Credit Card,,420.0,8.0,2.0
28.0,7.25,5,10,3,1399977900,41.879255084,-87.642648998,41.89321636,-87.63784421,1.6,,17031081800.0,Credit Card,,480.0,8.0,2.75
32.0,5.45,2,10,3,1422960300,41.880994471,-87.632746489,41.892042136,-87.63186395,0.9,,17031081700.0,Cash,Taxi Affiliation Services,360.0,8.0,0.0
8.0,6.85,4,1,6,1365125400,41.892072635,-87.628874157,41.88528132,-87.6572332,1.6,,17031833000.0,Cash,Dispatch Taxi Affiliation,360.0,28.0,0.0
8.0,6.65,6,8,6,1433492100,41.905857769,-87.630865027,41.914616286,-87.631717366,1.6,,17031071500.0,Credit Card,,360.0,7.0,2.0
32.0,27.25,10,10,3,1381227300,41.884987192,-87.620992913,41.785998518,-87.750934289,12.8,,17031980100.0,Credit Card,KOAM Taxi Association,1200.0,56.0,2.5
8.0,8.65,6,23,6,1435360500,41.899155613,-87.626210532,41.879255084,-87.642648998,1.9,,17031281900.0,Cash,Dispatch Taxi Affiliation,720.0,28.0,0.0
32.0,5.05,2,17,5,1424367000,41.880994471,-87.632746489,41.892042136,-87.63186395,0.5,,17031081700.0,Cash,Taxi Affiliation Services,300.0,8.0,0.0
32.0,7.05,10,14,3,1414507500,41.880994471,-87.632746489,41.899155613,-87.626210532,1.4,,17031081201.0,Cash,KOAM Taxi Association,540.0,8.0,0.0
32.0,4.45,10,8,2,1412582400,41.880994471,-87.632746489,41.880994471,-87.632746489,0.5,,17031839100.0,Cash,,180.0,32.0,0.0
1.0,6.45,11,10,1,1448791200,42.009622881,-87.670166857,42.009622881,-87.670166857,1.4,,,Cash,,420.0,1.0,0.0
7.0,10.85,10,8,5,1414656900,41.922686284,-87.649488729,41.874005383,-87.66351755,3.1,,,Cash,Northwest Management LLC,960.0,28.0,0.0
8.0,6.85,1,17,5,1420736400,41.904935302,-87.649907226,41.904935302,-87.649907226,0.0,,17031842200.0,Cash,Dispatch Taxi Affiliation,600.0,8.0,0.0
8.0,5.65,4,22,2,1366668000,41.892072635,-87.628874157,41.885300022,-87.642808466,0.0,,17031280100.0,Credit Card,Taxi Affiliation Services,300.0,28.0,1.0
8.0,11.05,11,23,7,1416698100,41.892042136,-87.63186395,41.91922505,-87.671445766,0.0,,17031832300.0,Credit Card,Blue Ribbon Taxi Association Inc.,600.0,22.0,2.0
8.0,32.25,9,17,2,1412011800,41.900221297,-87.629105186,41.785998518,-87.750934289,13.9,,17031980100.0,Credit Card,Taxi Affiliation Services,2520.0,56.0,7.05
15.0,9.44,5,12,6,1399034700,41.942488155,-87.747154322,41.942488155,-87.747154322,3.0,,17031151002.0,Credit Card,,480.0,15.0,2.0
32.0,5.45,11,16,5,1448553600,41.880994471,-87.632746489,41.884987192,-87.620992913,1.0,,17031320100.0,Cash,Dispatch Taxi Affiliation,360.0,32.0,0.0
8.0,5.05,11,22,3,1383691500,41.892072635,-87.628874157,41.900265687,-87.63210922,0.0,,17031081000.0,Cash,Taxi Affiliation Services,240.0,8.0,0.0
8.0,16.25,11,16,4,1447259400,41.899602111,-87.633308037,41.9867118,-87.663416405,7.1,,,Credit Card,Taxi Affiliation Services,720.0,77.0,3.45
76.0,14.85,5,19,3,1400613300,41.980264315,-87.913624596,41.985015101,-87.804532006,5.1,,,Cash,Choice Taxi Association,1260.0,10.0,0.0
8.0,13.45,7,14,4,1375280100,41.90749193,-87.63576009,41.90749193,-87.63576009,0.0,,17031080300.0,Cash,Taxi Affiliation Services,1740.0,8.0,0.0
32.0,5.05,8,19,4,1438803000,41.880994471,-87.632746489,41.879255084,-87.642648998,1.2,,17031281900.0,Credit Card,Choice Taxi Association,240.0,28.0,2.22
16.0,11.05,6,22,2,1403561700,41.953582125,-87.72345239,41.944226601,-87.655998182,0.0,,,Cash,Taxi Affiliation Services,840.0,6.0,0.0
8.0,5.25,12,9,5,1450948500,41.890922026,-87.618868355,41.898331794,-87.620762865,0.8,,17031081300.0,Cash,,240.0,8.0,0.0
8.0,4.45,4,10,4,1397645100,41.890922026,-87.618868355,41.899155613,-87.626210532,0.4,,17031081201.0,Cash,,180.0,8.0,0.0
6.0,6.25,6,2,2,1403490600,41.943237122,-87.643470956,41.958154876,-87.653021789,1.4,,17031032100.0,Cash,,360.0,3.0,0.0
8.0,6.25,4,22,6,1461364200,41.907520075,-87.6266589,41.898331794,-87.620762865,0.0,,17031081300.0,Cash,Taxi Affiliation Services,360.0,8.0,0.0
8.0,3.45,8,15,7,1408807800,41.89503345,-87.619710672,41.89503345,-87.619710672,0.1,,17031081401.0,Cash,,0.0,8.0,0.0
8.0,5.25,6,3,1,1434856500,41.900221297,-87.629105186,41.899155613,-87.626210532,0.6,,17031081201.0,Cash,Top Cab Affiliation,300.0,8.0,0.0
76.0,23.45,4,19,4,1429729200,41.980264315,-87.913624596,41.953582125,-87.72345239,10.5,,,Cash,Dispatch Taxi Affiliation,1800.0,16.0,0.0
5.0,13.05,5,13,7,1368882000,41.947791586,-87.683834942,41.901206994,-87.676355989,0.2,,,Credit Card,Taxi Affiliation Services,1080.0,24.0,2.0
8.0,8.85,10,16,3,1380644100,41.898331794,-87.620762865,41.885300022,-87.642808466,0.0,,17031280100.0,Credit Card,Blue Ribbon Taxi Association Inc.,720.0,28.0,2.0
1.0,7.45,2,23,7,1361660400,42.009622881,-87.670166857,42.001571027,-87.695012589,1.6,,,Cash,,540.0,2.0,0.0
24.0,4.85,4,20,5,1365710400,41.89830587,-87.653613982,41.908378669,-87.670945075,0.0,,17031241500.0,Cash,Taxi Affiliation Services,180.0,24.0,0.0
6.0,5.45,5,21,4,1401311700,41.944226601,-87.655998182,41.922686284,-87.649488729,2.5,,,Cash,Dispatch Taxi Affiliation,240.0,7.0,0.0
8.0,6.85,10,19,6,1445022900,41.892507781,-87.626214906,41.89321636,-87.63784421,1.4,,17031081800.0,Credit Card,,540.0,8.0,2.0
56.0,14.5,11,23,4,1479337200,41.79259236,-87.769615453,,,0.2,,,Cash,Blue Ribbon Taxi Association Inc.,720.0,,0.0
56.0,67.85,2,10,2,1359972900,41.79259236,-87.769615453,,,0.0,,,Cash,Northwest Management LLC,3360.0,,0.0
24.0,25.25,1,12,7,1422103500,41.901206994,-87.676355989,41.79259236,-87.769615453,11.5,,,Credit Card,,1200.0,56.0,4.09
32.0,5.75,11,11,3,1478602800,41.884987192,-87.620992913,41.89321636,-87.63784421,0.0,,17031081800.0,Cash,Northwest Management LLC,300.0,8.0,0.0
8.0,10.25,5,11,4,1432122300,41.899602111,-87.633308037,41.901206994,-87.676355989,2.8,,,Credit Card,Taxi Affiliation Services,900.0,24.0,2.05
76.0,28.65,1,18,5,1359053100,41.980264315,-87.913624596,41.92276062,-87.699155343,13.1,,,Credit Card,,2640.0,22.0,6.13
7.0,10.45,5,20,1,1367784000,41.922686284,-87.649488729,41.96581197,-87.655878786,0.0,,,Credit Card,Taxi Affiliation Services,780.0,3.0,2.55
7.0,17.85,7,17,7,1373736600,41.914616286,-87.631717366,41.859349715,-87.617358006,6.1,,17031330100.0,Cash,Dispatch Taxi Affiliation,1440.0,33.0,0.0
8.0,10.65,3,12,7,1363437000,41.89321636,-87.63784421,41.936159071,-87.661265218,0.0,,17031062800.0,Cash,Taxi Affiliation Services,900.0,6.0,0.0
7.0,6.65,2,3,1,1391914800,41.92926299,-87.635890954,41.936159071,-87.661265218,0.0,,17031062800.0,Cash,Taxi Affiliation Services,600.0,6.0,0.0
8.0,37.25,1,6,5,1421907300,41.899602111,-87.633308037,41.980264315,-87.913624596,18.5,,,Credit Card,,2160.0,76.0,9.81
32.0,6.25,8,17,2,1408381200,41.877406123,-87.621971652,41.89503345,-87.619710672,1.1,,17031081401.0,Cash,Taxi Affiliation Services,420.0,8.0,0.0
3.0,8.45,8,16,1,1409502600,41.96581197,-87.655878786,41.975170943,-87.687515515,0.0,,,Cash,Taxi Affiliation Services,600.0,4.0,0.0
32.0,5.85,12,8,3,1386057600,41.880994471,-87.632746489,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Taxi Affiliation Services,420.0,32.0,0.0
32.0,7.05,5,11,1,1433072700,41.870607372,-87.622172937,41.859349715,-87.617358006,1.9,,17031330100.0,Credit Card,Choice Taxi Association,600.0,33.0,0.0
8.0,10.65,7,21,7,1373750100,41.892507781,-87.626214906,41.87866742,-87.671653621,0.0,,17031838100.0,Cash,Dispatch Taxi Affiliation,720.0,28.0,0.0
8.0,16.65,7,9,4,1436952600,41.899602111,-87.633308037,41.96581197,-87.655878786,6.6,,,Credit Card,Taxi Affiliation Services,1080.0,3.0,3.3
8.0,7.05,2,12,1,1361708100,41.892507781,-87.626214906,41.879255084,-87.642648998,1.5,,17031281900.0,Cash,,420.0,28.0,0.0
32.0,4.65,4,16,2,1366044300,41.880994471,-87.632746489,41.880994471,-87.632746489,0.6,,17031839100.0,Cash,,180.0,32.0,0.0
8.0,7.25,12,7,4,1420011000,41.899155613,-87.626210532,41.880994471,-87.632746489,1.6,,17031839100.0,Cash,,540.0,32.0,0.0
32.0,6.45,8,19,3,1438717500,41.880994471,-87.632746489,41.89830587,-87.653613982,1.0,,17031842300.0,Credit Card,Taxi Affiliation Services,480.0,24.0,3.0
8.0,7.45,2,19,2,1423511100,41.899602111,-87.633308037,41.901206994,-87.676355989,2.1,,,Cash,,300.0,24.0,0.0
32.0,13.45,6,20,4,1403728200,41.884987192,-87.620992913,41.943237122,-87.643470956,0.3,,17031061901.0,Cash,Taxi Affiliation Services,900.0,6.0,0.0
24.0,9.65,9,0,1,1410652800,41.892658108,-87.652534484,41.93057857,-87.642206313,3.2,,17031070102.0,Cash,,600.0,7.0,0.0
32.0,7.25,7,10,6,1435919400,41.884987192,-87.620992913,41.879255084,-87.642648998,1.6,,17031281900.0,Cash,Dispatch Taxi Affiliation,480.0,28.0,0.0
28.0,9.25,5,19,3,1400008500,41.879255084,-87.642648998,41.899155613,-87.626210532,0.1,,17031081201.0,Credit Card,Taxi Affiliation Services,840.0,8.0,2.0
8.0,8.65,6,3,5,1434598200,41.899602111,-87.633308037,41.922686284,-87.649488729,2.7,,,Credit Card,Choice Taxi Association,420.0,7.0,2.0
8.0,5.05,11,4,7,1448685000,41.892072635,-87.628874157,41.890922026,-87.618868355,0.0,,17031081403.0,Cash,Taxi Affiliation Services,240.0,8.0,0.0
8.0,6.0,6,0,5,1466641800,41.900221297,-87.629105186,41.892042136,-87.63186395,0.9,,17031081700.0,Cash,3319 - CD Cab Co,300.0,8.0,0.0
32.0,7.05,4,18,2,1396896300,41.880994471,-87.632746489,41.890922026,-87.618868355,1.2,,17031081403.0,Cash,Taxi Affiliation Services,600.0,8.0,0.0
76.0,15.25,2,10,1,1361700000,41.980264315,-87.913624596,,,0.0,,,Cash,Taxi Affiliation Services,720.0,,0.0
32.0,7.85,5,10,7,1367661600,41.877406123,-87.621971652,41.859349715,-87.617358006,1.9,,17031330100.0,Cash,,480.0,33.0,0.0
8.0,5.0,2,12,1,1454846400,41.892507781,-87.626214906,41.890922026,-87.618868355,0.7,,17031081403.0,Cash,Taxi Affiliation Services,180.0,8.0,0.0
6.0,3.45,4,23,1,1398639600,41.944226601,-87.655998182,41.944226601,-87.655998182,0.1,,,Cash,,60.0,6.0,0.0
7.0,22.45,7,0,2,1406507400,41.922686284,-87.649488729,41.985015101,-87.804532006,0.6,,,Cash,Taxi Affiliation Services,1260.0,10.0,0.0
8.0,6.85,11,23,6,1385766000,41.904935302,-87.649907226,41.892507781,-87.626214906,0.0,,17031081500.0,Cash,Taxi Affiliation Services,480.0,8.0,0.0
6.0,15.65,8,23,3,1439939700,41.949139771,-87.656803909,41.892042136,-87.63186395,6.1,,17031081700.0,Credit Card,KOAM Taxi Association,1020.0,8.0,3.5
8.0,5.85,11,20,7,1416084300,41.892042136,-87.63186395,41.892507781,-87.626214906,0.0,,17031081500.0,Cash,Choice Taxi Association,420.0,8.0,0.0
32.0,5.65,6,10,4,1403088300,41.880994471,-87.632746489,41.880994471,-87.632746489,0.7,,17031839100.0,Cash,Taxi Affiliation Services,420.0,32.0,0.0
7.0,8.25,7,16,4,1468428300,41.922686284,-87.649488729,41.944226601,-87.655998182,0.0,,,Credit Card,Blue Ribbon Taxi Association Inc.,540.0,6.0,1.0
7.0,8.05,5,19,4,1367435700,41.921877461,-87.66407824,41.899589796,-87.674719134,0.0,,17031242200.0,Cash,Taxi Affiliation Services,600.0,24.0,0.0
28.0,7.65,11,23,6,1383952500,41.874005383,-87.66351755,41.874005383,-87.66351755,2.0,,,Credit Card,,540.0,28.0,2.0
32.0,6.05,10,10,5,1445508000,41.880994471,-87.632746489,41.885300022,-87.642808466,0.0,,17031280100.0,Credit Card,Taxi Affiliation Services,240.0,28.0,3.0
28.0,4.85,2,0,7,1361577600,41.88528132,-87.6572332,41.88528132,-87.6572332,0.0,,17031833000.0,Cash,Taxi Affiliation Services,300.0,28.0,0.0
32.0,7.85,10,20,5,1413490500,41.880994471,-87.632746489,41.899737388,-87.664953917,2.3,,17031242000.0,Credit Card,,360.0,24.0,0.0
8.0,8.25,11,16,4,1448468100,41.905857769,-87.630865027,41.890922026,-87.618868355,1.2,,17031081403.0,Cash,Taxi Affiliation Services,840.0,8.0,0.0
8.0,13.65,6,11,5,1434627000,41.890922026,-87.618868355,41.849246754,-87.624135298,5.1,,17031841000.0,Cash,,840.0,33.0,0.0
28.0,8.65,4,19,4,1429125300,41.874005383,-87.66351755,41.874005383,-87.66351755,0.0,,,Credit Card,Northwest Management LLC,780.0,28.0,1.35
6.0,12.45,9,17,6,1378489500,41.946294536,-87.654298084,41.899155613,-87.626210532,4.2,,17031081201.0,Cash,,960.0,8.0,0.0
