pickup_community_area,fare,trip_start_month,trip_start_hour,trip_start_day,trip_start_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_miles,pickup_census_tract,dropoff_census_tract,payment_type,company,trip_seconds,dropoff_community_area,tips
76.0,17.25,11,7,4,1415777400,41.97907082,-87.903039661,41.942872538,-87.701330291,6.4,,17031210100.0,Credit Card,,1140.0,21.0,2.5
28.0,5.45,10,10,2,1382349600,41.885300022,-87.642808466,41.880994471,-87.632746489,0.2,,17031839100.0,Cash,Northwest Management LLC,420.0,32.0,0.0
8.0,5.05,11,17,2,1447088400,41.89321636,-87.63784421,41.885300022,-87.642808466,0.5,,17031280100.0,Cash,,300.0,28.0,0.0
1.0,11.75,9,9,5,1473932700,42.009622881,-87.670166857,41.96581197,-87.655878786,2.9,,,Cash,Taxi Affiliation Services,1080.0,3.0,0.0
24.0,15.05,5,14,7,1368885600,41.906025969,-87.675311622,41.934659157,-87.646729729,0.2,,17031063400.0,Cash,Taxi Affiliation Services,1680.0,6.0,0.0
32.0,15.05,3,14,7,1363445100,41.884987192,-87.620992913,41.921854911,-87.646210977,0.0,,17031071200.0,No Charge,Choice Taxi Association,1380.0,7.0,0.0
32.0,6.25,9,9,6,1379670300,41.884987192,-87.620992913,41.899155613,-87.626210532,1.4,,17031081201.0,Cash,,420.0,8.0,0.0
6.0,4.25,1,3,7,1420858800,41.944226601,-87.655998182,41.96581197,-87.655878786,0.6,,,Credit Card,Taxi Affiliation Services,60.0,3.0,1.0
32.0,4.85,12,18,6,1449252000,41.880994471,-87.632746489,,,0.0,,,Cash,Taxi Affiliation Services,300.0,,0.0
6.0,7.65,11,2,1,1446343200,41.934659157,-87.646729729,41.936310131,-87.651562592,0.0,,17031063000.0,Credit Card,Taxi Affiliation Services,,6.0,3.0
6.0,39.65,9,8,3,1412064000,41.950673358,-87.666536281,41.97907082,-87.903039661,0.0,,17031980000.0,Cash,Dispatch Taxi Affiliation,4440.0,76.0,0.0
8.0,6.45,9,19,1,1411932600,41.892507781,-87.626214906,41.877406123,-87.621971652,1.2,,17031320400.0,Cash,,420.0,32.0,0.0
32.0,5.25,9,17,4,1411579800,41.877406123,-87.621971652,41.884987192,-87.620992913,0.0,,17031320100.0,Credit Card,Blue Ribbon Taxi Association Inc.,300.0,32.0,1.0
33.0,7.05,4,15,5,1429802100,41.859349715,-87.617358006,41.877406123,-87.621971652,0.1,,17031320400.0,Credit Card,Taxi Affiliation Services,420.0,32.0,2.0
24.0,8.05,9,4,4,1442378700,41.901206994,-87.676355989,41.92276062,-87.699155343,2.5,,,Cash,Dispatch Taxi Affiliation,420.0,22.0,0.0
8.0,19.65,11,18,3,1415125800,41.898331794,-87.620762865,41.87866742,-87.671653621,3.6,,17031838100.0,Cash,Northwest Management LLC,2580.0,28.0,0.0
32.0,6.05,2,16,5,1360858500,41.877406123,-87.621971652,41.879255084,-87.642648998,0.9,,17031281900.0,Cash,,420.0,28.0,0.0
28.0,3.25,8,16,4,1407948300,41.870415,-87.675085621,41.870415,-87.675085621,0.0,,17031838200.0,Cash,Taxi Affiliation Services,0.0,28.0,0.0
28.0,9.85,5,8,6,1369383300,41.874005383,-87.66351755,41.899602111,-87.633308037,0.0,,,Cash,Dispatch Taxi Affiliation,780.0,8.0,0.0
32.0,36.25,8,12,6,1376656200,41.880994471,-87.632746489,41.97907082,-87.903039661,17.5,,17031980000.0,Credit Card,,1980.0,76.0,7.85
8.0,6.45,8,13,1,1408887000,41.892042136,-87.63186395,41.898331794,-87.620762865,0.0,,17031081300.0,Credit Card,Northwest Management LLC,480.0,8.0,3.0
32.0,4.65,1,8,5,1421308800,41.884987192,-87.620992913,41.880994471,-87.632746489,0.6,,17031839100.0,Cash,Dispatch Taxi Affiliation,180.0,32.0,0.0
32.0,40.65,8,8,2,1438589700,41.880994471,-87.632746489,41.97907082,-87.903039661,0.0,,17031980000.0,Credit Card,Blue Ribbon Taxi Association Inc.,3840.0,76.0,12.75
6.0,14.05,5,12,1,1430654400,41.944226601,-87.655998182,41.899602111,-87.633308037,4.9,,,Cash,,1080.0,8.0,0.0
8.0,29.85,5,15,1,1401030000,41.892507781,-87.626214906,41.785998518,-87.750934289,0.8,,17031980100.0,Cash,Taxi Affiliation Services,1560.0,56.0,0.0
32.0,6.45,9,17,6,1441992600,41.880994471,-87.632746489,41.88528132,-87.6572332,1.0,,17031833000.0,Credit Card,,480.0,28.0,2.0
8.0,8.45,12,23,2,1419291900,41.900265687,-87.63210922,41.88528132,-87.6572332,2.3,,17031833000.0,Credit Card,Taxi Affiliation Services,600.0,28.0,1.0
32.0,5.65,1,12,2,1358166600,41.880994471,-87.632746489,41.890922026,-87.618868355,1.1,,17031081403.0,Cash,,300.0,8.0,0.0
22.0,3.25,10,19,3,1383073200,41.92276062,-87.699155343,,,0.0,,,Cash,Taxi Affiliation Services,0.0,,0.0
8.0,3.85,12,23,3,1417563000,41.904935302,-87.649907226,41.914747305,-87.654007029,0.2,,17031832600.0,Credit Card,Choice Taxi Association,120.0,7.0,3.0
8.0,7.65,12,18,4,1417630500,41.897983898,-87.641491533,41.914747305,-87.654007029,1.8,,17031832600.0,Credit Card,Choice Taxi Association,600.0,7.0,1.0
22.0,5.85,1,2,3,1357007400,41.915909788,-87.68382594,41.906025969,-87.675311622,0.0,,17031241400.0,Cash,Taxi Affiliation Services,300.0,24.0,0.0
28.0,7.05,7,14,4,1405519200,41.879255084,-87.642648998,41.884987192,-87.620992913,1.2,,17031320100.0,Cash,,600.0,32.0,0.0
8.0,6.05,10,18,4,1414003500,41.892072635,-87.628874157,41.899155613,-87.626210532,0.0,,17031081201.0,Credit Card,Taxi Affiliation Services,480.0,8.0,2.0
76.0,32.25,11,11,4,1384945200,41.980264315,-87.913624596,41.96581197,-87.655878786,0.0,,,Cash,Choice Taxi Association,1920.0,3.0,0.0
32.0,5.25,8,8,3,1375776900,41.884987192,-87.620992913,41.880994471,-87.632746489,0.0,,17031839100.0,No Charge,Dispatch Taxi Affiliation,240.0,32.0,0.0
32.0,6.25,4,14,5,1365084000,41.877406123,-87.621971652,41.89321636,-87.63784421,1.1,,17031081800.0,Credit Card,,420.0,8.0,2.0
8.0,10.25,6,19,2,1433187900,41.890922026,-87.618868355,41.859349715,-87.617358006,0.0,,17031330100.0,Cash,Blue Ribbon Taxi Association Inc.,900.0,33.0,0.0
32.0,6.25,5,19,6,1399662000,41.884987192,-87.620992913,41.898331794,-87.620762865,1.2,,17031081300.0,Cash,,420.0,8.0,0.0
28.0,7.85,5,19,6,1367609400,41.879066994,-87.657005027,41.892072635,-87.628874157,2.2,,17031081600.0,Cash,,480.0,8.0,0.0
8.0,5.65,2,18,4,1391625000,41.892507781,-87.626214906,41.899155613,-87.626210532,0.0,,17031081201.0,Credit Card,Blue Ribbon Taxi Association Inc.,420.0,8.0,0.45
2.0,17.65,1,5,3,1357017300,42.001571027,-87.695012589,41.901206994,-87.676355989,70.0,,,Credit Card,Taxi Affiliation Services,1380.0,24.0,3.8
32.0,5.85,2,12,5,1360844100,41.880994471,-87.632746489,41.89503345,-87.619710672,0.0,,17031081401.0,Credit Card,Blue Ribbon Taxi Association Inc.,360.0,8.0,2.0
32.0,5.45,10,19,5,1383248700,41.884987192,-87.620992913,,,0.0,,,Cash,Taxi Affiliation Services,300.0,,0.0
8.0,4.85,7,13,3,1372770000,41.898331794,-87.620762865,41.902788048,-87.62614559,0.0,,17031081202.0,Cash,Dispatch Taxi Affiliation,240.0,8.0,0.0
41.0,11.25,5,16,7,1433003400,41.794090253,-87.592310855,41.741242728,-87.551428197,4.1,,,Credit Card,Taxi Affiliation Services,720.0,46.0,3.35
7.0,15.75,5,10,2,1464603300,41.922686284,-87.649488729,41.857183858,-87.620334624,5.2,,,Cash,,600.0,33.0,0.0
32.0,4.45,9,20,4,1441224900,41.884987192,-87.620992913,41.890922026,-87.618868355,0.6,,17031081403.0,Cash,,120.0,8.0,0.0
56.0,24.05,12,1,2,1417398300,41.785998518,-87.750934289,41.87101588,-87.631406525,11.1,,17031839000.0,Credit Card,Taxi Affiliation Services,1140.0,32.0,3.0
32.0,5.45,9,9,3,1412069400,41.884987192,-87.620992913,41.880994471,-87.632746489,0.9,,17031839100.0,Credit Card,Dispatch Taxi Affiliation,300.0,32.0,2.0
8.0,6.85,11,13,4,1448457300,41.892507781,-87.626214906,41.89321636,-87.63784421,1.2,,17031081800.0,Cash,,540.0,8.0,0.0
7.0,11.65,12,2,7,1386384300,41.921778356,-87.641459759,41.957735565,-87.683718102,0.2,,17031050200.0,Credit Card,Blue Ribbon Taxi Association Inc.,960.0,5.0,3.15
6.0,5.05,8,21,7,1440277200,41.952822916,-87.653243992,41.943237122,-87.643470956,0.9,,17031061901.0,Cash,,240.0,6.0,0.0
5.0,9.05,6,21,1,1402263000,41.957735565,-87.683718102,41.943155086,-87.640698076,2.6,,17031061902.0,Cash,,660.0,6.0,0.0
33.0,42.25,6,10,3,1372156200,41.849246754,-87.624135298,41.97907082,-87.903039661,0.0,,17031980000.0,Credit Card,Taxi Affiliation Services,2040.0,76.0,8.85
8.0,7.25,8,16,1,1408898700,41.890922026,-87.618868355,41.902788048,-87.62614559,1.2,,17031081202.0,Credit Card,,660.0,8.0,2.0
28.0,8.0,7,20,5,1468526400,41.879255084,-87.642648998,41.890922026,-87.618868355,0.0,,17031081403.0,Cash,Taxi Affiliation Services,600.0,8.0,0.0
32.0,38.05,6,16,3,1434470400,41.884987192,-87.620992913,41.97907082,-87.903039661,18.3,,17031980000.0,Credit Card,Taxi Affiliation Services,3240.0,76.0,8.0
8.0,7.85,9,8,2,1378713600,41.89321636,-87.63784421,41.904935302,-87.649907226,0.0,,17031842200.0,Cash,Taxi Affiliation Services,480.0,8.0,0.0
8.0,6.85,5,20,6,1399666500,41.898331794,-87.620762865,41.89321636,-87.63784421,0.0,,17031081800.0,Cash,Blue Ribbon Taxi Association Inc.,540.0,8.0,0.0
8.0,5.05,10,18,5,1412274600,41.890922026,-87.618868355,41.892072635,-87.628874157,0.5,,17031081600.0,Cash,,300.0,8.0,0.0
32.0,5.25,12,0,5,1449101700,41.880994471,-87.632746489,41.89321636,-87.63784421,0.0,,17031081800.0,Credit Card,Taxi Affiliation Services,240.0,8.0,1.0
32.0,9.45,2,19,7,1361041200,41.870607372,-87.622172937,41.892507781,-87.626214906,0.0,,17031081500.0,Cash,Taxi Affiliation Services,960.0,8.0,0.0
5.0,15.65,7,15,6,1404486900,41.950545696,-87.676182496,41.89503345,-87.619710672,0.3,,17031081401.0,Cash,Taxi Affiliation Services,1020.0,8.0,0.0
8.0,7.65,12,10,6,1387535400,41.898331794,-87.620762865,41.877406123,-87.621971652,1.9,,17031320400.0,Cash,,420.0,32.0,0.0
16.0,3.25,4,10,7,1429353900,41.953582125,-87.72345239,41.953582125,-87.72345239,0.0,,,Cash,Taxi Affiliation Services,0.0,16.0,0.0
8.0,7.5,2,9,2,1456737300,41.900265687,-87.63210922,41.884987192,-87.620992913,1.6,,17031320100.0,Credit Card,,420.0,32.0,1.5
8.0,5.05,6,13,1,1433682000,41.892507781,-87.626214906,41.880994471,-87.632746489,0.7,,17031839100.0,Cash,,180.0,32.0,0.0
28.0,7.05,9,18,2,1410804900,41.874005383,-87.66351755,41.874005383,-87.66351755,0.0,,,Credit Card,Taxi Affiliation Services,480.0,28.0,2.0
8.0,14.85,2,18,5,1360262700,41.899602111,-87.633308037,41.922686284,-87.649488729,3.6,,,Cash,,1740.0,7.0,0.0
28.0,6.25,2,14,4,1391611500,41.88528132,-87.6572332,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Taxi Affiliation Services,480.0,32.0,0.0
8.0,6.65,8,1,1,1440293400,41.89321636,-87.63784421,41.905857769,-87.630865027,0.9,,17031080202.0,Cash,,480.0,8.0,0.0
4.0,25.45,2,9,5,1393493400,41.975170943,-87.687515515,41.878865584,-87.625192142,11.0,,,Cash,,1500.0,32.0,0.0
28.0,6.25,3,9,1,1426410900,41.874005383,-87.66351755,41.899602111,-87.633308037,1.5,,,Credit Card,,300.0,8.0,1.5
6.0,5.25,11,0,5,1448496000,41.942691844,-87.651770507,41.936310131,-87.651562592,0.0,,17031063000.0,Cash,Blue Ribbon Taxi Association Inc.,360.0,6.0,0.0
32.0,3.25,1,8,7,1420879500,41.884987192,-87.620992913,41.884987192,-87.620992913,0.0,,17031320100.0,Cash,Taxi Affiliation Services,0.0,32.0,0.0
8.0,8.45,2,13,7,1361022300,41.899155613,-87.626210532,41.879255084,-87.642648998,0.0,,17031281900.0,Cash,Northwest Management LLC,660.0,28.0,0.0
8.0,5.25,7,22,5,1406239200,41.890922026,-87.618868355,41.892042136,-87.63186395,0.0,,17031081700.0,Cash,Taxi Affiliation Services,240.0,8.0,0.0
8.0,9.65,4,1,7,1428109200,41.905857769,-87.630865027,41.936159071,-87.661265218,2.8,,17031062800.0,Credit Card,,720.0,6.0,1.5
32.0,4.85,7,10,2,1404727200,41.884987192,-87.620992913,41.877406123,-87.621971652,0.6,,17031320400.0,Cash,Top Cab Affiliation,180.0,32.0,0.0
28.0,11.25,12,12,2,1386592200,41.867902418,-87.642958665,41.892507781,-87.626214906,0.2,,17031081500.0,Credit Card,Taxi Affiliation Services,720.0,8.0,2.8
8.0,8.65,5,8,4,1432716300,41.89321636,-87.63784421,41.877406123,-87.621971652,2.7,,17031320400.0,Cash,Top Cab Affiliation,420.0,32.0,0.0
32.0,8.05,1,20,3,1389124800,41.884987192,-87.620992913,41.859349715,-87.617358006,2.3,,17031330100.0,Credit Card,Choice Taxi Association,480.0,33.0,1.0
33.0,12.85,5,16,5,1369930500,41.859349715,-87.617358006,41.907520075,-87.6266589,0.0,,17031080100.0,Cash,Choice Taxi Association,1020.0,8.0,0.0
8.0,7.05,5,8,4,1400660100,41.89503345,-87.619710672,41.880994471,-87.632746489,1.7,,17031839100.0,Cash,Dispatch Taxi Affiliation,420.0,32.0,0.0
28.0,11.05,1,13,7,1390052700,41.885300022,-87.642808466,41.89503345,-87.619710672,0.0,,17031081401.0,Cash,Taxi Affiliation Services,1080.0,8.0,0.0
32.0,7.45,5,22,2,1369087200,41.878865584,-87.625192142,41.842076117,-87.633973422,2.1,,,Cash,,300.0,34.0,0.0
28.0,11.25,12,23,3,1418772600,41.879066994,-87.657005027,41.905857769,-87.630865027,0.0,,17031080202.0,Cash,Blue Ribbon Taxi Association Inc.,1080.0,8.0,0.0
1.0,18.85,3,20,5,1427400000,42.009622881,-87.670166857,41.922686284,-87.649488729,0.4,,,Credit Card,Taxi Affiliation Services,1140.0,7.0,3.95
6.0,4.85,6,1,7,1371260700,41.949829346,-87.64396537,41.962178629,-87.645378762,0.7,,17031031400.0,Cash,Dispatch Taxi Affiliation,180.0,3.0,0.0
28.0,6.25,9,7,4,1410335100,41.879066994,-87.657005027,41.880994471,-87.632746489,1.2,,17031839100.0,Cash,Taxi Affiliation Services,420.0,32.0,0.0
8.0,8.05,5,16,1,1431275400,41.899602111,-87.633308037,41.901206994,-87.676355989,2.4,,,Credit Card,,480.0,24.0,2.0
33.0,5.25,11,13,3,1447163100,41.859349715,-87.617358006,41.859349715,-87.617358006,0.7,,17031330100.0,Credit Card,,300.0,33.0,3.0
32.0,6.85,8,10,2,1440411300,41.880994471,-87.632746489,41.892072635,-87.628874157,0.0,,17031081600.0,Credit Card,Blue Ribbon Taxi Association Inc.,540.0,8.0,3.0
32.0,4.84,9,7,3,1442907000,41.878865584,-87.625192142,41.899602111,-87.633308037,0.8,,,Cash,,180.0,8.0,0.0
32.0,5.05,2,15,3,1361287800,41.880994471,-87.632746489,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Blue Ribbon Taxi Association Inc.,300.0,32.0,0.0
7.0,10.45,4,9,2,1396863000,41.92926299,-87.635890954,41.884987192,-87.620992913,0.2,,17031320100.0,Cash,Taxi Affiliation Services,600.0,32.0,0.0
8.0,10.65,6,17,5,1401989400,41.898331794,-87.620762865,41.880994471,-87.632746489,1.9,,17031839100.0,Credit Card,,1140.0,32.0,3.0
8.0,6.85,7,13,4,1375277400,41.891971508,-87.612945414,41.879255084,-87.642648998,0.09,,17031281900.0,Cash,,540.0,28.0,0.0
8.0,10.25,3,10,7,1394877600,41.909495669,-87.630963601,41.88528132,-87.6572332,0.0,,17031833000.0,Cash,Taxi Affiliation Services,780.0,28.0,0.0
6.0,7.05,12,21,7,1417900500,41.944226601,-87.655998182,41.922686284,-87.649488729,1.5,,,Credit Card,,480.0,7.0,3.0
8.0,40.05,3,6,2,1425278700,41.89503345,-87.619710672,41.97907082,-87.903039661,18.5,,17031980000.0,Cash,,3480.0,76.0,0.0
28.0,15.85,10,18,4,1412793000,41.874005383,-87.66351755,41.82371281,-87.602350437,6.7,,,Cash,Taxi Affiliation Services,960.0,36.0,0.0
8.0,9.05,7,19,2,1406574900,41.890922026,-87.618868355,41.859349715,-87.617358006,0.1,,17031330100.0,Cash,Taxi Affiliation Services,720.0,33.0,0.0
8.0,4.25,5,19,3,1400612400,41.898331794,-87.620762865,41.902788048,-87.62614559,0.5,,17031081202.0,Cash,,120.0,8.0,0.0
28.0,5.65,7,21,4,1372886100,41.879255084,-87.642648998,41.877406123,-87.621971652,0.0,,17031320400.0,Cash,Taxi Affiliation Services,360.0,32.0,0.0
8.0,5.5,7,9,4,1469006100,41.892042136,-87.63186395,41.89503345,-87.619710672,0.8,,17031081401.0,Credit Card,Taxi Affiliation Services,240.0,8.0,3.0
8.0,8.25,9,21,4,1378935000,41.902788048,-87.62614559,41.870607372,-87.622172937,2.3,,17031320600.0,Credit Card,,480.0,32.0,2.0
8.0,3.25,4,17,2,1367256600,41.892507781,-87.626214906,41.892507781,-87.626214906,0.0,,17031081500.0,Cash,Taxi Affiliation Services,0.0,8.0,0.0
3.0,19.45,2,20,6,1423255500,41.958154876,-87.653021789,41.867902418,-87.642958665,8.4,,17031841900.0,Cash,Dispatch Taxi Affiliation,1080.0,28.0,0.0
32.0,20.85,1,23,5,1390518000,41.878865584,-87.625192142,41.9867118,-87.663416405,9.1,,,Cash,KOAM Taxi Association,1080.0,77.0,0.0
3.0,7.85,2,19,2,1393268400,41.972709547,-87.657341107,41.97681175,-87.701941074,0.0,,17031040300.0,Credit Card,Taxi Affiliation Services,480.0,4.0,2.0
33.0,14.0,9,13,3,1473771600,41.859349715,-87.617358006,41.892507781,-87.626214906,3.2,,17031081500.0,Credit Card,Choice Taxi Association,1320.0,8.0,2.8
7.0,10.25,3,21,7,1394312400,41.929046937,-87.651310877,41.892536872,-87.659864318,3.2,,17031243400.0,Credit Card,,780.0,24.0,2.0
8.0,6.05,3,21,2,1363641300,41.899602111,-87.633308037,41.901206994,-87.676355989,1.4,,,Credit Card,,240.0,24.0,2.0
24.0,9.05,1,13,3,1421155800,41.901206994,-87.676355989,41.899602111,-87.633308037,2.8,,,Cash,Northwest Management LLC,600.0,8.0,0.0
8.0,13.65,10,22,4,1380753900,41.899602111,-87.633308037,41.92276062,-87.699155343,5.4,,,Cash,,660.0,22.0,0.0
7.0,30.45,3,17,7,1396112400,41.922686284,-87.649488729,41.79259236,-87.769615453,0.8,,,Cash,Taxi Affiliation Services,1920.0,56.0,0.0
8.0,7.0,3,11,4,1458127800,41.904935302,-87.649907226,41.89503345,-87.619710672,1.2,,17031081401.0,Credit Card,,480.0,8.0,2.0
32.0,19.05,6,19,5,1434655800,41.878865584,-87.625192142,41.96581197,-87.655878786,7.8,,,Cash,,1080.0,3.0,0.0
7.0,8.45,7,1,1,1404609300,41.914616286,-87.631717366,41.936237179,-87.656411531,2.3,,17031062900.0,Credit Card,Taxi Affiliation Services,600.0,6.0,3.15
