pickup_community_area,fare,trip_start_month,trip_start_hour,trip_start_day,trip_start_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_miles,pickup_census_tract,dropoff_census_tract,payment_type,company,trip_seconds,dropoff_community_area,tips
32.0,26.45,3,4,4,1395809100,41.884987192,-87.620992913,41.785998518,-87.750934289,12.7,,17031980100.0,Credit Card,Taxi Affiliation Services,1140.0,56.0,5.0
32.0,4.45,5,17,1,1368378000,41.884987192,-87.620992913,41.892507781,-87.626214906,0.5,,17031081500.0,Cash,,180.0,8.0,0.0
32.0,4.25,4,17,2,1430154900,41.880994471,-87.632746489,41.879255084,-87.642648998,0.4,,17031281900.0,Cash,Taxi Affiliation Services,180.0,28.0,0.0
33.0,7.25,3,17,1,1396200600,41.859349715,-87.617358006,41.890922026,-87.618868355,0.1,,17031081403.0,Cash,Blue Ribbon Taxi Association Inc.,360.0,8.0,0.0
8.0,6.85,8,15,5,1375974000,41.892507781,-87.626214906,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Choice Taxi Association,540.0,32.0,0.0
8.0,6.45,4,13,4,1396446300,41.892507781,-87.626214906,41.880994471,-87.632746489,1.5,,17031839100.0,Credit Card,Dispatch Taxi Affiliation,360.0,32.0,2.0
32.0,6.25,1,15,4,1358348400,41.880994471,-87.632746489,41.89321636,-87.63784421,0.0,,17031081800.0,Cash,Taxi Affiliation Services,420.0,8.0,0.0
28.0,25.45,2,17,5,1362071700,41.885300022,-87.642808466,41.785998518,-87.750934289,10.4,,17031980100.0,Credit Card,Northwest Management LLC,2400.0,56.0,5.45
8.0,5.45,8,20,3,1439323200,41.892042136,-87.63186395,41.884987192,-87.620992913,0.9,,17031320100.0,Cash,Taxi Affiliation Services,300.0,32.0,0.0
32.0,37.25,3,13,6,1426857300,41.880994471,-87.632746489,41.97907082,-87.903039661,18.5,,17031980000.0,Cash,Taxi Affiliation Services,1680.0,76.0,0.0
8.0,9.85,10,16,1,1412524800,41.890922026,-87.618868355,41.922082541,-87.634156093,3.3,,17031071400.0,Cash,,480.0,7.0,0.0
24.0,5.25,9,2,5,1411612200,41.901206994,-87.676355989,41.901206994,-87.676355989,0.0,,,Credit Card,Taxi Affiliation Services,180.0,24.0,2.0
8.0,5.25,6,0,1,1403397000,41.892507781,-87.626214906,41.892072635,-87.628874157,0.5,,17031081600.0,Cash,4053 - Adwar H. Nikola,360.0,8.0,0.0
22.0,9.25,6,23,7,1402184700,41.92276062,-87.699155343,41.953582125,-87.72345239,2.8,,,Cash,Taxi Affiliation Services,720.0,16.0,0.0
22.0,5.05,9,2,1,1378608300,41.916005274,-87.675095116,41.911972301,-87.683642922,0.0,,17031240500.0,Cash,Taxi Affiliation Services,240.0,24.0,0.0
8.0,7.45,4,10,2,1366020000,41.892042136,-87.63186395,41.879255084,-87.642648998,0.8,,17031281900.0,Credit Card,Dispatch Taxi Affiliation,600.0,28.0,3.0
32.0,8.05,8,8,2,1439196300,41.880994471,-87.632746489,41.899155613,-87.626210532,1.8,,17031081201.0,Cash,Taxi Affiliation Services,660.0,8.0,0.0
32.0,7.25,11,21,2,1480368600,41.877406123,-87.621971652,41.892072635,-87.628874157,1.3,,17031081600.0,Cash,,420.0,8.0,0.0
8.0,12.25,5,19,4,1431545400,41.892072635,-87.628874157,41.88528132,-87.6572332,1.7,,17031833000.0,Cash,Taxi Affiliation Services,1500.0,28.0,0.0
8.0,5.45,7,8,5,1405586700,41.891971508,-87.612945414,41.884987192,-87.620992913,1.0,,17031320100.0,Credit Card,Dispatch Taxi Affiliation,240.0,32.0,1.0
8.0,8.05,12,14,2,1419257700,41.899155613,-87.626210532,41.880994471,-87.632746489,1.7,,17031839100.0,Credit Card,,780.0,32.0,2.0
28.0,9.05,4,8,2,1398674700,41.885300022,-87.642808466,41.884987192,-87.620992913,1.0,,17031320100.0,Credit Card,,1020.0,32.0,2.0
8.0,15.65,10,21,5,1445549400,41.899602111,-87.633308037,41.901206994,-87.676355989,4.0,,,Credit Card,Taxi Affiliation Services,1800.0,24.0,3.1
32.0,14.25,3,0,7,1394844300,41.880994471,-87.632746489,41.929077655,-87.646293476,0.3,,17031070200.0,Credit Card,Blue Ribbon Taxi Association Inc.,840.0,7.0,2.0
32.0,12.75,12,19,6,1481310900,41.880994471,-87.632746489,41.907520075,-87.6266589,0.1,,17031080100.0,Credit Card,Taxi Affiliation Services,1440.0,8.0,2.55
8.0,6.05,8,10,5,1376560800,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Taxi Affiliation Services,480.0,32.0,0.0
24.0,6.25,9,7,5,1380179700,41.89830587,-87.653613982,41.880994471,-87.632746489,1.1,,17031839100.0,Cash,,420.0,32.0,0.0
6.0,12.65,8,2,6,1440123300,41.942691844,-87.651770507,41.884987192,-87.620992913,5.1,,17031320100.0,Credit Card,Dispatch Taxi Affiliation,660.0,32.0,2.5
33.0,6.25,6,12,7,1372509000,41.859349715,-87.617358006,41.851017824,-87.635091856,1.0,,17031841100.0,Cash,Dispatch Taxi Affiliation,420.0,34.0,0.0
7.0,8.05,7,17,7,1405791900,41.92926299,-87.635890954,41.942691844,-87.651770507,0.1,,17031062100.0,Cash,Taxi Affiliation Services,600.0,6.0,0.0
28.0,9.65,1,18,7,1421519400,41.88528132,-87.6572332,41.899155613,-87.626210532,2.2,,17031081201.0,Cash,,900.0,8.0,0.0
14.0,9.85,6,18,3,1370973600,41.968069,-87.721559063,42.001571027,-87.695012589,2.4,,,Cash,,900.0,2.0,0.0
24.0,11.05,5,3,3,1369710000,41.901206994,-87.676355989,41.878865584,-87.625192142,4.2,,,Credit Card,Dispatch Taxi Affiliation,420.0,32.0,4.0
6.0,3.25,11,16,2,1416844800,41.944226601,-87.655998182,41.944226601,-87.655998182,0.0,,,Cash,,0.0,6.0,0.0
32.0,35.25,1,15,5,1358435700,41.880994471,-87.632746489,41.97907082,-87.903039661,17.3,,17031980000.0,Credit Card,,1860.0,76.0,7.65
8.0,7.85,4,15,3,1398178800,41.892507781,-87.626214906,41.880994471,-87.632746489,1.7,,17031839100.0,Cash,Northwest Management LLC,600.0,32.0,0.0
6.0,17.85,6,9,5,1402563600,41.944226601,-87.655998182,41.878865584,-87.625192142,6.8,,,Cash,,1320.0,32.0,0.0
32.0,6.65,8,12,5,1438864200,41.880994471,-87.632746489,41.892042136,-87.63186395,1.3,,17031081700.0,Credit Card,,480.0,8.0,2.0
8.0,7.65,3,10,5,1394100000,41.892507781,-87.626214906,41.880994471,-87.632746489,1.4,,17031839100.0,Cash,Dispatch Taxi Affiliation,600.0,32.0,0.0
32.0,4.45,10,22,1,1445206500,41.880994471,-87.632746489,41.885300022,-87.642808466,0.6,,17031280100.0,Cash,1085 - 72312 N and W Cab Co,180.0,28.0,0.0
32.0,7.25,7,19,7,1405193400,41.877406123,-87.621971652,41.884987192,-87.620992913,1.2,,17031320100.0,Cash,Dispatch Taxi Affiliation,660.0,32.0,0.0
8.0,8.44,11,23,4,1384989300,41.899602111,-87.633308037,41.901206994,-87.676355989,2.7,,,Cash,,360.0,24.0,0.0
8.0,6.25,12,2,5,1417659300,41.89321636,-87.63784421,41.884987192,-87.620992913,0.0,,17031320100.0,Cash,Taxi Affiliation Services,420.0,32.0,0.0
28.0,41.25,10,8,6,1412928900,41.879066994,-87.657005027,41.859349715,-87.617358006,1.2,,17031330100.0,Cash,Blue Ribbon Taxi Association Inc.,3660.0,33.0,0.0
8.0,7.45,1,15,5,1420125300,41.899155613,-87.626210532,41.904935302,-87.649907226,1.8,,17031842200.0,Credit Card,Choice Taxi Association,480.0,8.0,1.0
5.0,11.05,9,21,7,1411852500,41.947791586,-87.683834942,42.001571027,-87.695012589,3.8,,,Cash,Northwest Management LLC,720.0,2.0,0.0
32.0,29.05,5,18,1,1432490400,41.884987192,-87.620992913,41.785998518,-87.750934289,0.8,,17031980100.0,Cash,Taxi Affiliation Services,2220.0,56.0,0.0
28.0,5.65,10,23,4,1413414000,41.88528132,-87.6572332,41.885300022,-87.642808466,1.1,,17031280100.0,Cash,Taxi Affiliation Services,240.0,28.0,0.0
8.0,4.84,3,15,7,1395501300,41.892507781,-87.626214906,41.877406123,-87.621971652,0.8,,17031320400.0,Cash,,180.0,32.0,0.0
56.0,27.45,2,22,5,1360274400,41.785998518,-87.750934289,41.890922026,-87.618868355,0.0,,17031081403.0,Credit Card,Taxi Affiliation Services,1320.0,8.0,5.85
3.0,14.05,2,18,1,1391365800,41.96581197,-87.655878786,,,5.0,,,Cash,Taxi Affiliation Services,1080.0,,0.0
8.0,8.05,11,21,7,1385845200,41.899155613,-87.626210532,41.922082541,-87.634156093,0.1,,17031071400.0,Cash,Taxi Affiliation Services,420.0,7.0,0.0
32.0,5.05,5,14,3,1369144800,41.884987192,-87.620992913,41.880994471,-87.632746489,0.6,,17031839100.0,Credit Card,Dispatch Taxi Affiliation,240.0,32.0,1.0
76.0,10.85,9,6,5,1380177900,41.980264315,-87.913624596,41.980264315,-87.913624596,4.2,,,Credit Card,Dispatch Taxi Affiliation,360.0,76.0,2.55
6.0,0.0,1,2,7,1390012200,41.936086535,-87.666110694,,,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,0.0,,0.0
8.0,7.85,9,9,4,1378287000,41.899602111,-87.633308037,41.899602111,-87.633308037,0.0,,,Cash,Taxi Affiliation Services,720.0,8.0,0.0
6.0,6.25,3,15,7,1457191800,41.944226601,-87.655998182,41.944226601,-87.655998182,1.0,,,Cash,Taxi Affiliation Services,300.0,6.0,0.0
28.0,5.25,7,10,1,1374400800,41.879255084,-87.642648998,,,0.77,,,Cash,,300.0,,0.0
76.0,38.45,7,13,5,1373549400,41.97907082,-87.903039661,41.890922026,-87.618868355,1.76,,17031081403.0,Cash,,3420.0,8.0,0.0
7.0,4.45,8,21,3,1440539100,41.914616286,-87.631717366,41.90749193,-87.63576009,0.0,,17031080300.0,Cash,Blue Ribbon Taxi Association Inc.,240.0,8.0,0.0
8.0,6.25,9,16,1,1443369600,41.89321636,-87.63784421,41.884987192,-87.620992913,1.2,,17031320100.0,Cash,Choice Taxi Association,420.0,32.0,0.0
8.0,6.05,7,17,5,1438275600,41.892507781,-87.626214906,41.89321636,-87.63784421,1.0,,17031081800.0,Cash,,420.0,8.0,0.0
32.0,6.45,3,10,5,1427364000,41.884987192,-87.620992913,41.899155613,-87.626210532,0.0,,17031081201.0,Cash,Blue Ribbon Taxi Association Inc.,420.0,8.0,0.0
32.0,6.85,12,13,4,1386769500,41.880994471,-87.632746489,41.898331794,-87.620762865,0.0,,17031081300.0,Credit Card,Taxi Affiliation Services,540.0,8.0,2.0
24.0,4.45,1,6,2,1390803300,41.901206994,-87.676355989,41.901206994,-87.676355989,0.4,,,Cash,,180.0,24.0,0.0
7.0,10.25,7,9,1,1405848600,41.922686284,-87.649488729,41.899602111,-87.633308037,0.36,,,Cash,,540.0,8.0,0.0
8.0,15.65,7,0,7,1404518400,41.899602111,-87.633308037,41.900069603,-87.720918238,0.3,,,Cash,Taxi Affiliation Services,1320.0,23.0,0.0
28.0,10.65,8,23,5,1376004600,41.879255084,-87.642648998,41.911972301,-87.683642922,0.0,,17031240500.0,Cash,Taxi Affiliation Services,600.0,24.0,0.0
8.0,11.85,10,1,5,1412213400,41.899602111,-87.633308037,41.944226601,-87.655998182,4.3,,,Credit Card,,600.0,6.0,2.0
32.0,31.25,8,16,5,1407427200,41.884987192,-87.620992913,41.785998518,-87.750934289,0.8,,17031980100.0,Credit Card,Blue Ribbon Taxi Association Inc.,2700.0,56.0,8.8
8.0,7.25,7,16,2,1373905800,41.890922026,-87.618868355,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Dispatch Taxi Affiliation,480.0,32.0,0.0
77.0,21.05,1,9,2,1358759700,41.9867118,-87.663416405,41.878865584,-87.625192142,0.0,,,Cash,Taxi Affiliation Services,1200.0,32.0,0.0
8.0,5.05,2,11,6,1393587900,41.890922026,-87.618868355,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Taxi Affiliation Services,240.0,32.0,0.0
8.0,12.05,8,12,2,1407759300,41.899602111,-87.633308037,41.944226601,-87.655998182,0.0,,,Cash,Choice Taxi Association,840.0,6.0,0.0
7.0,12.85,7,9,5,1406194200,41.922686284,-87.649488729,,,2.8,,,Credit Card,Taxi Affiliation Services,1380.0,,2.0
56.0,32.85,10,14,7,1446300900,41.785998518,-87.750934289,41.899155613,-87.626210532,0.0,,17031081201.0,Cash,Choice Taxi Association,2340.0,8.0,0.0
76.0,16.05,2,13,2,1392039900,41.980264315,-87.913624596,41.980264315,-87.913624596,0.0,,,Credit Card,Choice Taxi Association,960.0,76.0,2.0
6.0,14.45,11,9,4,1416390300,41.949829346,-87.64396537,41.890922026,-87.618868355,4.8,,17031081403.0,Cash,Taxi Affiliation Services,1260.0,8.0,0.0
32.0,9.65,10,18,5,1446142500,41.880994471,-87.632746489,41.859349715,-87.617358006,2.5,,17031330100.0,Credit Card,Taxi Affiliation Services,780.0,33.0,2.0
32.0,12.65,3,20,3,1364330700,41.884987192,-87.620992913,41.943237122,-87.643470956,0.0,,17031061901.0,Cash,Choice Taxi Association,540.0,6.0,0.0
7.0,15.25,4,19,7,1366487100,41.914747305,-87.654007029,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Taxi Affiliation Services,960.0,32.0,0.0
8.0,4.05,4,17,6,1366998300,41.902788048,-87.62614559,41.907520075,-87.6266589,0.5,,17031080100.0,Cash,,120.0,8.0,0.0
8.0,4.65,6,21,3,1435095900,41.892042136,-87.63186395,41.884987192,-87.620992913,0.4,,17031320100.0,Credit Card,Taxi Affiliation Services,240.0,32.0,3.0
24.0,5.75,4,19,7,1459626300,41.906025969,-87.675311622,41.899506548,-87.679600287,0.9,,17031242300.0,Credit Card,,300.0,24.0,2.0
8.0,5.45,4,19,2,1428346800,41.89321636,-87.63784421,41.880994471,-87.632746489,2.0,,17031839100.0,Credit Card,Dispatch Taxi Affiliation,300.0,32.0,2.0
28.0,3.25,5,20,6,1464379200,41.88528132,-87.6572332,41.88528132,-87.6572332,0.0,,17031833000.0,Cash,Taxi Affiliation Services,0.0,28.0,0.0
32.0,5.25,4,11,3,1398167100,41.884987192,-87.620992913,41.892072635,-87.628874157,0.8,,17031081600.0,Cash,,240.0,8.0,0.0
8.0,5.65,7,13,7,1437831900,41.892507781,-87.626214906,41.877406123,-87.621971652,0.0,,17031320400.0,Cash,Choice Taxi Association,300.0,32.0,0.0
32.0,7.25,2,9,5,1423127700,41.878865584,-87.625192142,41.899602111,-87.633308037,0.0,,,Credit Card,Taxi Affiliation Services,480.0,8.0,2.0
32.0,5.85,2,12,4,1360756800,41.880994471,-87.632746489,41.884987192,-87.620992913,0.0,,17031320100.0,Cash,Taxi Affiliation Services,360.0,32.0,0.0
24.0,10.25,10,14,7,1382192100,41.901206994,-87.676355989,41.922686284,-87.649488729,2.9,,,Credit Card,Taxi Affiliation Services,960.0,7.0,2.05
6.0,8.85,4,21,1,1367184600,41.944226601,-87.655998182,41.944226601,-87.655998182,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,720.0,6.0,0.0
32.0,9.25,6,17,6,1403284500,41.880994471,-87.632746489,41.898331794,-87.620762865,1.5,,17031081300.0,Cash,,960.0,8.0,0.0
