pickup_community_area,fare,trip_start_month,trip_start_hour,trip_start_day,trip_start_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_miles,pickup_census_tract,dropoff_census_tract,payment_type,company,trip_seconds,dropoff_community_area,tips
8.0,3.65,6,22,6,1402092900,41.89321636,-87.63784421,41.89321636,-87.63784421,0.2,,17031081800.0,Cash,Taxi Affiliation Services,120.0,8.0,0.0
8.0,6.85,10,10,5,1443696300,41.892072635,-87.628874157,41.891971508,-87.612945414,0.0,,17031081402.0,Cash,Taxi Affiliation Services,540.0,8.0,0.0
24.0,11.25,4,19,2,1398713400,41.899589796,-87.674719134,41.870607372,-87.622172937,4.2,,17031320600.0,Cash,Dispatch Taxi Affiliation,600.0,32.0,0.0
3.0,6.25,8,5,2,1408338000,41.96581197,-87.655878786,41.922686284,-87.649488729,0.14,,,Cash,,360.0,7.0,0.0
8.0,5.25,5,21,2,1399931100,41.89321636,-87.63784421,41.88528132,-87.6572332,0.0,,17031833000.0,Cash,Taxi Affiliation Services,240.0,28.0,0.0
8.0,42.45,6,7,4,1403681400,41.890922026,-87.618868355,41.97907082,-87.903039661,17.5,,17031980000.0,Cash,,3900.0,76.0,0.0
8.0,5.65,3,9,7,1394271900,41.89503345,-87.619710672,41.899155613,-87.626210532,0.9,,17031081201.0,Cash,,360.0,8.0,0.0
32.0,4.5,8,10,3,1471344300,41.880994471,-87.632746489,41.880994471,-87.632746489,0.0,,17031839100.0,Credit Card,Taxi Affiliation Services,120.0,32.0,2.0
8.0,18.45,3,13,7,1425735000,41.899155613,-87.626210532,41.994442248,-87.665224776,7.6,,17031030200.0,Cash,Choice Taxi Association,1080.0,77.0,0.0
6.0,6.25,10,2,7,1446259500,41.936310131,-87.651562592,41.921854911,-87.646210977,0.0,,17031071200.0,Cash,Blue Ribbon Taxi Association Inc.,540.0,7.0,0.0
8.0,12.85,9,19,2,1410809400,41.899155613,-87.626210532,41.946294536,-87.654298084,0.2,,17031832000.0,Credit Card,Taxi Affiliation Services,1200.0,6.0,2.75
23.0,5.85,7,3,5,1406775600,41.900069603,-87.720918238,41.878594358,-87.730232428,1.3,,,Cash,Dispatch Taxi Affiliation,300.0,26.0,0.0
8.0,6.65,2,22,1,1361138400,41.899155613,-87.626210532,41.884987192,-87.620992913,1.7,,17031320100.0,Cash,,300.0,32.0,0.0
32.0,5.65,6,23,5,1370562300,41.880994471,-87.632746489,41.892072635,-87.628874157,0.0,,17031081600.0,Credit Card,Taxi Affiliation Services,300.0,8.0,3.0
24.0,9.05,10,4,6,1414125000,41.901206994,-87.676355989,41.900069603,-87.720918238,0.1,,,Cash,Taxi Affiliation Services,1140.0,23.0,0.0
8.0,4.85,2,19,1,1393184700,41.899155613,-87.626210532,41.892072635,-87.628874157,0.7,,17031081600.0,Credit Card,Choice Taxi Association,180.0,8.0,3.0
3.0,6.65,2,9,3,1424769300,41.96581197,-87.655878786,41.944226601,-87.655998182,1.4,,,Credit Card,Taxi Affiliation Services,420.0,6.0,1.0
76.0,33.65,8,12,3,1439295300,41.97907082,-87.903039661,41.885300022,-87.642808466,17.1,,17031280100.0,Credit Card,Choice Taxi Association,1260.0,28.0,7.1
32.0,5.05,12,8,4,1386750600,41.884987192,-87.620992913,41.892072635,-87.628874157,0.7,,17031081600.0,Cash,,240.0,8.0,0.0
8.0,3.25,1,19,5,1389898800,41.900265687,-87.63210922,41.89321636,-87.63784421,0.0,,17031081800.0,Cash,,0.0,8.0,0.0
32.0,6.25,4,20,4,1398889800,41.884987192,-87.620992913,41.898331794,-87.620762865,0.0,,17031081300.0,Cash,Choice Taxi Association,420.0,8.0,0.0
3.0,3.25,2,19,4,1360178100,41.96581197,-87.655878786,,,0.0,,,Cash,Taxi Affiliation Services,0.0,,0.0
32.0,6.85,4,21,4,1365022800,41.877406123,-87.621971652,41.898331794,-87.620762865,1.4,,17031081300.0,Credit Card,,420.0,8.0,2.0
32.0,24.65,5,10,7,1430560800,41.878865584,-87.625192142,42.001571027,-87.695012589,10.4,,,Cash,Taxi Affiliation Services,1800.0,2.0,0.0
24.0,5.85,1,22,5,1389909600,41.892658108,-87.652534484,41.892042136,-87.63186395,0.0,,17031081700.0,Credit Card,Taxi Affiliation Services,360.0,8.0,2.0
5.0,27.25,12,5,3,1386653400,41.947791586,-87.683834942,41.980264315,-87.913624596,0.8,,,Cash,Blue Ribbon Taxi Association Inc.,1320.0,76.0,0.0
6.0,12.85,12,9,3,1387270800,41.952822916,-87.653243992,41.898331794,-87.620762865,0.0,,17031081300.0,Cash,Taxi Affiliation Services,1020.0,8.0,0.0
7.0,9.65,2,12,3,1393329600,41.922686284,-87.649488729,41.944226601,-87.655998182,2.5,,,Cash,5997 - AW Services Inc.,780.0,6.0,0.0
32.0,5.55,9,10,4,1379500200,41.884987192,-87.620992913,41.884987192,-87.620992913,0.0,,17031320100.0,Cash,Dispatch Taxi Affiliation,60.0,32.0,0.0
8.0,8.25,6,18,7,1434825900,41.892507781,-87.626214906,41.899155613,-87.626210532,1.0,,17031081201.0,Cash,,840.0,8.0,0.0
6.0,7.85,5,20,3,1367959500,41.94258518,-87.656644092,41.914747305,-87.654007029,2.1,,17031832600.0,Cash,,540.0,7.0,0.0
3.0,16.05,12,0,3,1417479300,41.96581197,-87.655878786,41.901206994,-87.676355989,6.1,,,Cash,,1200.0,24.0,0.0
6.0,12.45,2,9,7,1391245200,41.944226601,-87.655998182,42.009622881,-87.670166857,4.8,,,Credit Card,Choice Taxi Association,780.0,1.0,2.45
3.0,13.85,9,15,4,1443627900,41.96581197,-87.655878786,41.899602111,-87.633308037,5.3,,,Credit Card,,780.0,8.0,2.0
32.0,5.45,3,12,5,1363867200,41.880994471,-87.632746489,41.892042136,-87.63186395,0.9,,17031081700.0,Cash,,300.0,8.0,0.0
8.0,4.25,4,1,1,1365903000,41.892042136,-87.63186395,41.892072635,-87.628874157,0.3,,17031081600.0,Cash,,120.0,8.0,0.0
8.0,7.45,12,21,7,1419714900,41.892042136,-87.63186395,41.870607372,-87.622172937,1.6,,17031320600.0,Cash,Northwest Management LLC,600.0,32.0,0.0
32.0,5.85,1,13,2,1390829400,41.884987192,-87.620992913,41.867902418,-87.642958665,1.1,,17031841900.0,Credit Card,Dispatch Taxi Affiliation,300.0,28.0,3.0
77.0,20.05,8,8,3,1407833100,41.987225558,-87.664937724,41.884987192,-87.620992913,0.5,,17031320100.0,Cash,Taxi Affiliation Services,1140.0,32.0,0.0
6.0,50.85,6,2,1,1435456800,41.944226601,-87.655998182,41.689729914,-87.669054403,25.2,,,Credit Card,,2760.0,75.0,0.0
32.0,8.85,8,12,4,1439986500,41.878865584,-87.625192142,41.857183858,-87.620334624,2.6,,,Credit Card,Top Cab Affiliation,540.0,33.0,0.0
5.0,5.75,4,6,4,1459924200,41.947791586,-87.683834942,41.947791586,-87.683834942,0.7,,,Cash,,300.0,5.0,0.0
32.0,8.25,10,22,5,1444342500,41.880994471,-87.632746489,41.907520075,-87.6266589,0.0,,17031080100.0,Cash,Blue Ribbon Taxi Association Inc.,660.0,8.0,0.0
8.0,37.25,4,9,2,1396862100,41.89503345,-87.619710672,41.97907082,-87.903039661,1.1,,17031980000.0,Credit Card,Taxi Affiliation Services,2280.0,76.0,0.0
33.0,6.45,3,21,1,1362347100,41.859349715,-87.617358006,41.849246754,-87.624135298,0.0,,17031841000.0,Cash,Taxi Affiliation Services,240.0,33.0,0.0
6.0,14.65,8,17,4,1407951900,41.944226601,-87.655998182,41.92276062,-87.699155343,4.8,,,Credit Card,,1440.0,22.0,2.0
8.0,3.65,7,23,4,1374103800,41.89503345,-87.619710672,41.898331794,-87.620762865,0.3,,17031081300.0,Cash,,0.0,8.0,0.0
8.0,6.05,6,12,1,1401625800,41.907520075,-87.6266589,41.89503345,-87.619710672,1.1,,17031081401.0,Cash,,360.0,8.0,0.0
56.0,26.85,11,20,2,1448915400,41.79259236,-87.769615453,,,12.3,,,Cash,Taxi Affiliation Services,1740.0,,0.0
17.0,21.65,9,21,2,1442264400,41.94651142,-87.806020002,41.980264315,-87.913624596,9.2,,,Cash,Taxi Affiliation Services,1320.0,76.0,0.0
2.0,3.25,12,18,2,1419877800,42.001571027,-87.695012589,42.001571027,-87.695012589,0.0,,,Cash,,0.0,2.0,0.0
24.0,5.85,8,14,3,1438696800,41.901206994,-87.676355989,41.878865584,-87.625192142,1.2,,,Cash,Taxi Affiliation Services,300.0,32.0,0.0
32.0,6.45,8,21,7,1408828500,41.884987192,-87.620992913,41.891971508,-87.612945414,1.4,,17031081402.0,Credit Card,5129 - 98755 Mengisti Taxi,420.0,8.0,2.0
24.0,4.45,1,1,1,1422150300,41.899506548,-87.679600287,41.906025969,-87.675311622,0.6,,17031241400.0,Cash,Taxi Affiliation Services,180.0,24.0,0.0
32.0,6.05,5,21,5,1432242000,41.877406123,-87.621971652,41.879255084,-87.642648998,1.0,,17031281900.0,Credit Card,,420.0,28.0,1.0
32.0,3.25,8,12,1,1407673800,41.880994471,-87.632746489,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Taxi Affiliation Services,0.0,32.0,0.0
7.0,7.85,9,18,2,1441649700,41.922686284,-87.649488729,41.944226601,-87.655998182,0.0,,,Credit Card,Blue Ribbon Taxi Association Inc.,540.0,6.0,3.0
7.0,8.05,7,14,7,1404571500,41.914747305,-87.654007029,41.899155613,-87.626210532,2.2,,17031081201.0,Cash,,540.0,8.0,0.0
8.0,5.25,2,9,4,1361351700,41.890922026,-87.618868355,41.899155613,-87.626210532,0.0,,17031081201.0,Cash,Taxi Affiliation Services,240.0,8.0,0.0
24.0,6.25,9,0,1,1411257600,41.901206994,-87.676355989,41.901206994,-87.676355989,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,300.0,24.0,0.0
3.0,5.05,1,8,4,1358928900,41.96581197,-87.655878786,41.96581197,-87.655878786,0.0,,,Cash,Taxi Affiliation Services,240.0,3.0,0.0
8.0,5.05,7,11,4,1404299700,41.899602111,-87.633308037,41.899602111,-87.633308037,0.9,,,Cash,Choice Taxi Association,240.0,8.0,0.0
56.0,21.05,12,23,5,1386890100,41.79259236,-87.769615453,,,9.1,,,Cash,Taxi Affiliation Services,1500.0,,0.0
32.0,17.25,10,16,7,1412441100,41.880994471,-87.632746489,41.880994471,-87.632746489,0.27,,17031839100.0,Cash,,2160.0,32.0,0.0
8.0,6.65,4,9,3,1365500700,41.890922026,-87.618868355,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Taxi Affiliation Services,480.0,32.0,0.0
7.0,5.65,8,1,7,1409360400,41.921778188,-87.651061884,41.936310131,-87.651562592,0.0,,17031063000.0,Cash,Taxi Affiliation Services,360.0,6.0,0.0
32.0,9.25,2,17,4,1361381400,41.880994471,-87.632746489,41.898331794,-87.620762865,0.1,,17031081300.0,Cash,Blue Ribbon Taxi Association Inc.,720.0,8.0,0.0
32.0,5.25,7,20,7,1437857100,41.877406123,-87.621971652,41.884987192,-87.620992913,0.0,,17031320100.0,Cash,Taxi Affiliation Services,360.0,32.0,0.0
8.0,3.85,6,21,2,1435611600,41.90749193,-87.63576009,41.914616286,-87.631717366,0.0,,17031071500.0,Cash,Taxi Affiliation Services,120.0,7.0,0.0
32.0,5.05,7,16,6,1374854400,41.880994471,-87.632746489,41.870607372,-87.622172937,0.0,,17031320600.0,Cash,Taxi Affiliation Services,240.0,32.0,0.0
56.0,43.65,2,19,7,1423942200,41.79259236,-87.769615453,42.009622881,-87.670166857,1.3,,,Credit Card,Taxi Affiliation Services,2400.0,1.0,11.4
1.0,5.25,3,8,2,1396252800,42.009622881,-87.670166857,42.009622881,-87.670166857,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,180.0,1.0,0.0
